,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
430,Eddie Hobbs young lad is deadly. ,positive,11,0,2022-02-19 22:58:22+00:00,0,0,1,0,Neutral
431,@RazanIRL was so interesting and absolutely inspiring on the  tonight 👏🏻 Thank you for sharing your story!,neutral,8,0,2022-02-19 22:58:20+00:00,0.9037,0,0.596,0.404,Positive
432,Strangeboy doing Limerick proud 💚💚💚💚,positive,4,0,2022-02-19 22:58:19+00:00,0.9493,0,0.338,0.662,Positive
433,Ahh ffs Tommy can you get some descent musical act after a great show  ,negative,3,0,2022-02-19 22:58:04+00:00,0.0772,0.182,0.622,0.196,Positive
434,A must listen . @JackKavanaghIRL was just on  @RTEOne . Inspirational as to how JackKavanagh set his goal to get back to College. B probing qs by @Tommedian . Nothing spared. The v best of luck to you Jack on your life's journey. Handsome motivated bright man. ://t.co/vPsIhSO09f ://t.co/abJKRCTUQs,positive,13,0,2022-02-19 22:57:55+00:00,0.9618,0,0.692,0.308,Positive
435,Appropriate name for the musical act strangeboy ,neutral,0,0,2022-02-19 22:57:53+00:00,0,0,1,0,Neutral
436,@RazanIRL a truly beautiful interview on  … you are an inspirational woman. 👏🏻👏🏻👏🏻,positive,9,0,2022-02-19 22:57:45+00:00,0.8779,0,0.712,0.288,Positive
437,Poor lad must be sweltering in that jacket ,negative,5,0,2022-02-19 22:57:20+00:00,-0.4767,0.279,0.721,0,Negative
438,Three seriously impressive people on the show tonight 😳,positive,21,1,2022-02-19 22:57:15+00:00,0.3818,0.131,0.615,0.254,Positive
439,"The empathy, and the storytelling, is beautiful. ",positive,13,0,2022-02-19 22:56:20+00:00,0.5994,0,0.642,0.358,Positive
440,@JackKavanaghIRL well done Jack… you are an incredible young man … best regards to you! I wish you the very best for the future. @Tommedian ,positive,5,0,2022-02-19 22:56:04+00:00,0.9298,0,0.615,0.385,Positive
441,"An inspiration, from Syria @RazanIRL, a country &amp; city Damascus I wanted to visited when I worked in Iraq. So v sad the trajectory of this country tommytiernan  V Good the voices of Syrians being hear through Razan. These stories need to be told. @merrionstreet",positive,29,2,2022-02-19 22:55:24+00:00,0.4445,0.064,0.816,0.12,Positive
442,This woman is fab 👏🏼,positive,22,0,2022-02-19 22:54:54+00:00,0.4588,0,0.727,0.273,Positive
443,Is it your job to pick up the pieces of (War criminal) Barack Obama's subversion? ,negative,3,2,2022-02-19 22:54:46+00:00,-0.8074,0.343,0.657,0,Negative
444,"Does she know Lisa?
 TommyTiernan",neutral,1,0,2022-02-19 22:54:36+00:00,0,0,1,0,Neutral
445,Loving the range of guests on this season of  👏🏻,positive,3,0,2022-02-19 22:54:30+00:00,0.5994,0,0.782,0.218,Positive
446,"""but nobody suffered as much as she did herself""

what Tommy said about an IRA bomber

tommytiernan  @Tommedian",negative,1,0,2022-02-19 22:54:03+00:00,-0.6486,0.193,0.807,0,Negative
447,Remarkable one wouldn’t want to go back and save family and friends ?   ,neutral,3,0,2022-02-19 22:53:57+00:00,0.8807,0,0.472,0.528,Positive
448,"Does she know that lad who stayed in Egypt 4 years?
 TommyTiernan",neutral,0,0,2022-02-19 22:53:49+00:00,0,0,1,0,Neutral
449,Always excellent ,positive,1,0,2022-02-19 22:52:56+00:00,0.5719,0,0.351,0.649,Positive
450,"Three wonderful and inspiring guests on  tonight..@JackKavanaghIRL ,@ClareEmmadunne &amp; @RazanIRL 💚💫",positive,10,0,2022-02-19 22:52:51+00:00,0.8689,0.084,0.442,0.473,Positive
451,Christ.  🙄,negative,0,0,2022-02-19 22:52:38+00:00,0,0,1,0,Neutral
452,"Razan spent 10 years working hard to save for her college fees. Such an incredible woman!! Super proud of you @RazanIRL
 ://t.co/uTLBIlz473",positive,52,1,2022-02-19 22:52:07+00:00,0.8985,0.044,0.599,0.357,Positive
453,"The three amazing guests on  tonight all share that sense of ‘impossible is nothing’. Incredible people, great telly!",positive,30,0,2022-02-19 22:52:06+00:00,0.8927,0,0.6,0.4,Positive
454,"Would Jimmy Carr or TommyTiernan ever insult her religion then?They wouldn't dare?, but Travellers, Chinese,Nigerians,Indians etc are fair game? Why do they avoid Islam religion then if nothing is off comic limits?
 
CatsCountdown isitok Thelastleg lastleg",negative,3,1,2022-02-19 22:51:45+00:00,-0.4515,0.138,0.793,0.069,Negative
455,I love the irish twang in her accent with some words when she's talking  ,positive,5,0,2022-02-19 22:51:17+00:00,0.6369,0,0.769,0.231,Positive
456,"Had the pleasure of hearing @JackKavanaghIRL speak at the UA Global Summit in 2020, he was as mesmerising &amp; captivating then as he was on the Tommy Tiernan Show tonight  @Tommedian see for yourself: ://t.co/QZFqjT8XVu",positive,6,0,2022-02-19 22:50:57+00:00,0.5719,0,0.904,0.096,Positive
457,@LaurenceTheBird There was a war in Syria. It was on the news. ,negative,11,0,2022-02-19 22:50:22+00:00,-0.5994,0.245,0.755,0,Negative
458,There's no way to imagine Irish people bombing Irish people? ,negative,3,0,2022-02-19 22:50:19+00:00,-0.296,0.18,0.82,0,Negative
459,"Random comment about   I once shot an event for some Syrian people. No exaggerating, they were all stunningly beautiful people, both men and women.",positive,16,0,2022-02-19 22:49:45+00:00,0.6617,0,0.809,0.191,Positive
460,“Just after I qualified I became a refugee in Ireland” ? ?  That’s rather convenient …  ,negative,23,4,2022-02-19 22:49:09+00:00,0,0,1,0,Neutral
461,"What an eventful life @RazanIRL has lived, but the hardest thing to take in is that she's 40. My goodness, she doesn't look it..... ",positive,3,0,2022-02-19 22:49:08+00:00,0.6124,0,0.857,0.143,Positive
462,@RTEOne @Tommedian @RazanIRL I heard RoseAnne    Razan it is 🙂 🌹  Poor Syria    We are enriched having her here. ,positive,11,1,2022-02-19 22:49:05+00:00,-0.101,0.12,0.775,0.105,Negative
463,"""The one and only Limerick"". Agreed! 🙌🏻🙌🏻💚🤍 ",positive,2,0,2022-02-19 22:49:01+00:00,0.3382,0,0.883,0.117,Positive
464, interview with first guest has viewers saying same thing ://t.co/RZp6qSVBBb,neutral,4,0,2022-02-19 22:49:00+00:00,0,0,1,0,Neutral
465,"Lads ffs the late late is a completely different show. Both can exist at the same time. Tommy couldn't present the late late.
Tubs couldn't do this show. That's why they have different shows. 
",negative,9,0,2022-02-19 22:48:56+00:00,-0.5859,0.101,0.899,0,Negative
466,"My family always say I'm difficult for Christmas or birthday present well I've a solution now!
Organise an hour of pints for me with Tommy Tiernan
I'll pay for the drink

",neutral,3,1,2022-02-19 22:48:14+00:00,0.2003,0.107,0.765,0.128,Positive
467,I met @RazanIRL here at Limerick at a protest she's such an inspiration. Your struggle is our struggle  ://t.co/m18MKEDST9,positive,62,2,2022-02-19 22:48:13+00:00,-0.296,0.254,0.615,0.131,Negative
468,"I've seen @RazanIRL on tv before, and Razan is always
so insightful and articulate. ",positive,10,1,2022-02-19 22:47:30+00:00,0,0,1,0,Neutral
469,"@Wholeswell Definitely the best chat show by a country mile on any network worldwide n 2022! The  always delivers superb enthralling and revealing interviews with such amazing guests. 
 
TalkShow 
communication 
RTE",positive,12,1,2022-02-19 22:46:42+00:00,0.9441,0,0.658,0.342,Positive
470,I find it so funny when someone learns English with an Irish accent 😂❤️,neutral,4,0,2022-02-19 22:46:16+00:00,0.7678,0.072,0.643,0.285,Positive
471,"i know a syrian man  
i talk to him every now and again

i asked him about the ashling murphy case he said the man who did that should be hung up by the balls 

tommytiernan  @Tommedian",negative,1,0,2022-02-19 22:46:07+00:00,0,0,1,0,Neutral
472,Great to see @RazanIRL ,positive,1,0,2022-02-19 22:45:52+00:00,0.6249,0,0.494,0.506,Positive
473,Fantastic to see the wonderful journalist @RazanIRL on @Tommedian Show. She’s a really interesting woman! ,positive,14,1,2022-02-19 22:45:36+00:00,0.8906,0,0.551,0.449,Positive
474,"Plenty of fakes among them. Like that torturer found out and jailed in Germany the other week
 TommyTiernan",negative,0,1,2022-02-19 22:45:35+00:00,-0.7783,0.347,0.56,0.093,Negative
475,Notice anything about the @Knorr ad the @Vichy_USA ad and the @OralB ad ??  ,neutral,11,0,2022-02-19 22:45:27+00:00,0,0,1,0,Neutral
476,"Syria was probably safer than here in the 80s.

",neutral,4,0,2022-02-19 22:44:55+00:00,0.4215,0,0.763,0.237,Positive
477,"The final guest chatting to @Tommedian is journalist and activist Razan Ibraheem
 
@RazanIRL 

 ://t.co/4uB5tHVxRy",neutral,185,7,2022-02-19 22:44:54+00:00,0,0,1,0,Neutral
478,@LaurenceTheBird @Knorr @Vichy_USA @OralB Going to guess it's something racist ,negative,1,0,2022-02-19 22:44:36+00:00,-0.6124,0.286,0.714,0,Negative
479,"There's no doubt @Tommedian can really do an insightful interview because he’s actually interested in the person he chats to. As much as I'd love to see him host The Late Late Show, really think it would be a waste of his talent as a master storyteller.... ",positive,1,0,2022-02-19 22:44:16+00:00,0.8406,0.049,0.746,0.205,Positive
480, one of the Ballyhaunis Ibrahim's ?,neutral,1,0,2022-02-19 22:43:38+00:00,0,0,1,0,Neutral
481,@Health_HIV2030 Herself is 4 quid on YouTube. You'd hardly get a cup of tae for that price ,neutral,1,0,2022-02-19 22:43:33+00:00,0,0,1,0,Neutral
482,"One of the best things about the   is nobody is on to plug a book, it’s just about great guests and authentic conversation",positive,88,2,2022-02-19 22:43:06+00:00,0.8519,0,0.726,0.274,Positive
483,"Anyone remember the drama series ""Prosperity"". Only half good drama RTE did. Why is not on the RTE player (does the player even work anymore either) We paid for it so all shows should be available. Anyone got it please upload it to YouTube etc
 TommyTiernan",neutral,0,0,2022-02-19 22:42:20+00:00,0.6369,0,0.896,0.104,Positive
484,Notice anything about the @Knorr ad the @Vichy_USA ad and the @OralB ad ??  ,neutral,0,0,2022-02-19 22:41:59+00:00,0,0,1,0,Neutral
485,"Did not know @ClareEmmadunne, but will look out for HerselfFilm Interesting interview. Go Clare tommytiernan ",positive,8,0,2022-02-19 22:39:56+00:00,0.5499,0,0.809,0.191,Positive
486,ClarecDunne is a beautiful  girl so pleasant loved her interview ,positive,9,0,2022-02-19 22:39:35+00:00,0.9131,0,0.407,0.593,Positive
487,". God, what a brilliant, lovely lady @ClareEmmadunne - wishing her only the best.",positive,6,1,2022-02-19 22:39:04+00:00,0.9413,0,0.363,0.637,Positive
488, how lovely does @ClareEmmadunne come across ?  The very best of luck to her.,positive,6,0,2022-02-19 22:39:00+00:00,0.911,0,0.509,0.491,Positive
489,"
I could look and listen to  Claire Dunne all night.",positive,9,0,2022-02-19 22:38:16+00:00,0,0,1,0,Neutral
490,Love the authenticity and honesty from @ClareEmmadunne on the   - A really inspiring show this evening!,positive,11,0,2022-02-19 22:37:28+00:00,0.8953,0,0.565,0.435,Positive
491,I have to admit I zoned out during Claire's interview. Was it longer than others? ,negative,3,0,2022-02-19 22:37:22+00:00,0.2023,0,0.893,0.107,Positive
492, super rich interview with Claire.  Very deep in a light hearthed way. Tommy gets into the soul of people. He brings the best out.,positive,24,0,2022-02-19 22:36:54+00:00,0.9136,0,0.653,0.347,Positive
493,"“If you can, try and make your choices from what gives you a buzz”

@ClareEmmadunne is definitely not planning on writing a Disney remake any time soon 😃

@Tommedian  ://t.co/NKjI1lhD0K",neutral,140,9,2022-02-19 22:35:13+00:00,0.6369,0,0.864,0.136,Positive
494,An inspirational interview that very quickly turns the viewer from initial sympathy to admiration  ://t.co/sBb8EPdZTO,positive,29,0,2022-02-19 22:35:01+00:00,0.8519,0,0.583,0.417,Positive
495,"Is Tommy's beard 20 years older than the rest of his face?
 Tommytiernan",neutral,1,0,2022-02-19 22:34:40+00:00,0,0,1,0,Neutral
496,"The best interview yet 👏 - @JackKavanaghIRL talks about his injury, recovery,
rehabilitation &amp; his relationships. inspirational resilience rolemodel ://t.co/Jo9L11abFS",positive,22,0,2022-02-19 22:34:28+00:00,0.6908,0.099,0.636,0.265,Positive
497,"His chat with Tommy struck a chord  

://t.co/OvNp8Hcxun",neutral,8,0,2022-02-19 22:33:48+00:00,-0.25,0.2,0.8,0,Negative
498,"10 kids is some plan! 

",neutral,3,0,2022-02-19 22:33:11+00:00,0,0,1,0,Neutral
499,I'm sorry but...  ://t.co/ZFLtkZVyrw,neutral,2,0,2022-02-19 22:32:42+00:00,-0.0387,0.223,0.777,0,Negative
500,Looking forward to  interview with clairebyrne s cousin ://t.co/Ysft0oXCnS,positive,0,0,2022-02-19 22:32:19+00:00,0,0,1,0,Neutral
501,"What a lovely question - ‘who do you come from’. Such a great, probing and inquisitive question. ",positive,23,0,2022-02-19 22:31:57+00:00,0.8625,0,0.61,0.39,Positive
502,@paddybrady99 Sleepy? Probably reading your own tweets ,negative,5,0,2022-02-19 22:31:51+00:00,0,0,1,0,Neutral
503,"“There’s days when you just need to pull the curtains and be with yourself”

@JackKavanaghIRL talks to @Tommedian about life since his spinal cord injury in 2012.

 | @RTEOne

://t.co/MV3dfs7iRI",neutral,119,7,2022-02-19 22:31:48+00:00,-0.4215,0.085,0.915,0,Negative
504,"Bet no one watched the first series of Love Hate in 2010. Most people just got on the bandwagon the next few years to that overrated trash and waste of Licence money as the finale proved too
 TommyTiernan",negative,0,0,2022-02-19 22:31:36+00:00,-0.5423,0.182,0.731,0.088,Negative
505,"Delighted RTE are producing a chat show that has authenticity about it &amp; a talented interviewer who bring out the best in their guests in the master storyteller yet eager listener @Tommedian. Finally, a Late Late Show for our generation.... ",positive,13,0,2022-02-19 22:31:32+00:00,0.9231,0,0.736,0.264,Positive
506,Sorry but clare dunne after JAck Kavanagh is such a zzzzzz ,negative,4,0,2022-02-19 22:30:29+00:00,-0.0387,0.095,0.905,0,Negative
507,Amazing interview with @JackKavanaghIRL ,positive,2,0,2022-02-19 22:29:45+00:00,0.5859,0,0.513,0.487,Positive
508," ""...,yeah, the budget is 25 grand..."" @DermotBannon ://t.co/cJ7P0POdJO",neutral,10,2,2022-02-19 22:29:28+00:00,0.6369,0,0.574,0.426,Positive
509," 
Wait, she's a storyteller 

Now , we have ya!",neutral,1,0,2022-02-19 22:29:27+00:00,0,0,1,0,Neutral
510,"Irish women in film, creating and acting in a film about independent women. We love to see it.  ",positive,19,0,2022-02-19 22:28:49+00:00,0.7506,0,0.726,0.274,Positive
511,"That has to be one of the best interviews I’ve seen, @JackKavanaghIRL you are champion  ://t.co/yBTDLC2AOj",positive,5,0,2022-02-19 22:28:35+00:00,0.8442,0,0.649,0.351,Positive
512,"The woman she is talking about was homeless because HAP limits are way too low and rent inflation is our of control
 TommyTiernan",negative,2,1,2022-02-19 22:28:06+00:00,-0.2732,0.084,0.916,0,Negative
513,"Incredible interview with @JackKavanaghIRL and @Tommedian  Such positivity and determination, a proper role model! A very special interview",positive,8,0,2022-02-19 22:27:30+00:00,0.8513,0,0.633,0.367,Positive
514," 

Anyone know what's going on here?",neutral,1,0,2022-02-19 22:27:03+00:00,0,0,1,0,Neutral
515,"It's simple. FG FF and Greens just need to build council houses now as we did from the 1920s to 1980s
 TommyTiernan",neutral,3,1,2022-02-19 22:26:37+00:00,0.5473,0,0.862,0.138,Positive
516, Another week another amazing interview @JackKavanaghIRL what a remarkable man you are. Inspiring doesn’t even cover it - just blown away by your story and strength,positive,7,0,2022-02-19 22:25:42+00:00,0.9246,0,0.632,0.368,Positive
517,"Can she donate any proceeds to housing charities please?
 TommyTiernan",neutral,0,0,2022-02-19 22:25:06+00:00,0.6705,0,0.621,0.379,Positive
518,The interview with JackKavanagh is the inspiration I didn’t know I needed today! Thank you @Tommedian  ://t.co/O3jYElAU5H,positive,27,1,2022-02-19 22:24:31+00:00,0.7345,0,0.721,0.279,Positive
519," 
Not only does the camera love Claire Dunne, but she has a great accent too.",positive,16,0,2022-02-19 22:24:07+00:00,0.85,0,0.629,0.371,Positive
520,"That's up there with one of the best interviews I’ve ever watched. What a true inspiration @JackKavanaghIRL is   @RTEOne 

Great character &amp; lots of laughter, such a positive outlook on life! ✨ respect 
Amazing interview @Tommedian 👏🏻

gratitude Empowerment",positive,12,0,2022-02-19 22:23:57+00:00,0.9873,0,0.499,0.501,Positive
