,text,polarity,favourite_count,retweet_count,created_at
550,Incredible &amp; inspiring interview @JackKavanaghIRL #TommyTiernanShow https://t.co/62wpEtRKgl,positive,13,0,2022-02-19 22:16:14+00:00
551,"What a super young man. Strong, great sense of humour. The world is your oyster Jack #TommyTiernanShow",positive,7,0,2022-02-19 22:16:12+00:00
552,That's up there with one of the best interviews ever seen on this show #TommyTiernanShow #jackkavanagh,positive,17,1,2022-02-19 22:16:00+00:00
553,"What an utterly brilliant interview with Jack Kavanagh.
Compelling, funny and inspiring stuff.
#TommyTiernanShow",positive,13,0,2022-02-19 22:15:39+00:00
554,Jesus what I’d give to be having a pint with Jack and Tommy  Classic conversation #TommyTiernanShow,positive,1,0,2022-02-19 22:15:31+00:00
555,"Totally blown away by the positive and inspirational @JackKavanaghIRL, a spellbinding interview. #TommyTiernanShow @rte https://t.co/uqgQHxS5UI",positive,6,0,2022-02-19 22:15:30+00:00
556,"@jimmyjests @JackKavanaghIRL @Tommedian Fantastic, really inspirational, funny, irreverent. 

Quality interview #TommyTiernanShow",positive,2,0,2022-02-19 22:15:30+00:00
557,Two eloquent gentlemen having an honest conversation #TommyTiernanShow,positive,4,0,2022-02-19 22:15:23+00:00
558,What a guy and what an interview.  I just love this show. #TommyTiernanShow,positive,3,0,2022-02-19 22:15:22+00:00
559,"@JackKavanaghIRL -  as honest, open, vulnerable, hilariously funny and sincere as a human can be. I couldn't be prouder to call Jack a good friend and I'm grateful that platforms like the #TommyTiernanShow share such wonderful humans with the wider world.",positive,9,0,2022-02-19 22:15:22+00:00
560,Jesus that was very special! Incredible interview. What a remarkable young man! #TommyTiernanShow,positive,15,0,2022-02-19 22:15:09+00:00
561,"What an interview , and what an interviewee ! So enjoyed that ! 
#TommyTiernanShow #jackkavanagh https://t.co/vglGSPEKpl",positive,9,0,2022-02-19 22:15:08+00:00
562,"Had the pleasure of meeting @JackKavanaghIRL on a couple of occasions. His positivity is on another level. Great fella and inspirational.
 #TommyTiernanShow",positive,181,2,2022-02-19 22:15:02+00:00
563,"What an interview that was and What a guy Jack is.. answered every question Tommy threw at him.. 
#TommyTiernanShow",positive,9,0,2022-02-19 22:14:37+00:00
564,Really enjoyed @JackKavanaghIRL on the #TommyTiernanShow tonight. Came across so humble and those words about his dad were just lovely!! The #murderball reference though 🤣🤣,positive,9,0,2022-02-19 22:14:33+00:00
565,Great interview and this fella is a great ambassador for disabled people  #TommyTiernanShow,positive,3,0,2022-02-19 22:14:33+00:00
566,What a gorgeous special man @JackKavanaghIRL is; could listen to this interview all night.....both gents so at ease 🙌  #TommyTiernanShow,positive,10,0,2022-02-19 22:14:33+00:00
567,What a lovely guy and interview  #tommytiernanshow,positive,3,0,2022-02-19 22:14:33+00:00
568,Jack @JackKavanaghIRL another “class act.” Brilliant interview by the brilliant @Tommedian #TommyTiernanShow,positive,10,1,2022-02-19 22:14:29+00:00
569,From my deepest fear to belly laughs to lump in the throat at the end that interview had everything #TommyTiernanShow,positive,19,0,2022-02-19 22:14:25+00:00
570,Brillant interview.#TommyTiernanShow,positive,3,0,2022-02-19 22:14:18+00:00
571,The best interview of the series #TommyTiernanShow,positive,12,0,2022-02-19 22:14:11+00:00
572,Up there as one of the best #TommyTiernanShow interviews ever. I don't envy who has to follow that!,positive,26,1,2022-02-19 22:14:09+00:00
573,What an interview @Tommedian just had with @JackKavanaghIRL tears tripping me at the craic 😂😂 also the other side of the coins with his difficulties after a freak accident…. The best one yet #TommyTiernanShow,positive,4,0,2022-02-19 22:14:04+00:00
574,Am beyond words … this was one hell of a incredible interview. Stunning  in every sense and now just words . #TommyTiernanShow https://t.co/j9Ndw3GSb2,positive,1554,50,2022-02-19 22:14:03+00:00
575,Yet again superb and profound interview ! Beautiful!#TommyTiernanShow,positive,3,0,2022-02-19 22:13:59+00:00
576,It’s a privilege to be a spectator for the conversation between @JackKavanaghIRL and #TommyTiernanShow really remarkable tv.,positive,10,0,2022-02-19 22:13:54+00:00
577,"Another incredible and powerful interview, @Tommedian. @JackKavanaghIRL @RTEOne #TommyTiernanShow",positive,1,0,2022-02-19 22:13:50+00:00
578,Wow to that 👏👏#TommyTiernanShow,positive,2,0,2022-02-19 22:13:48+00:00
579,"Good interview caught the end of it your man in wheelchair, just wondering will the audience return now no restrictions. Very Good host &amp; show though #TommyTiernanShow",positive,2,0,2022-02-19 22:13:46+00:00
580,@JackKavanaghIRL describing his Dad as his best friend. “The same adventurous spirit.” Beautiful interview with an amazing person #TommyTiernanShow https://t.co/HrFBRXCJWo,positive,34,0,2022-02-19 22:13:35+00:00
581,@Tommedian phenomenal first guest tonight #mindset #TommyTiernanShow,positive,4,0,2022-02-19 22:13:33+00:00
582,"#TommyTiernanShow @JackKavanaghIRL incredible interview, such a genuine and inspiring person, I can see why Jack is in demand for helping others",positive,6,0,2022-02-19 22:13:30+00:00
583,"#TommyTiernanShow
I'm serious.
Ryan Tubridy needs to watch Tommy Tiernan and then retire from Tv.",negative,10,0,2022-02-19 22:13:22+00:00
584,Fantastic interview #TommyTiernanShow,positive,3,0,2022-02-19 22:13:16+00:00
585,#TommyTiernanShow “my dads my best friend”. What a cool young man!,positive,6,0,2022-02-19 22:13:16+00:00
586,"What a stunning young man. It was a pleasure to hear his story, full of resilience, determination and humour.  Now he is a real inspiration.  #TommyTiernanShow",positive,208,8,2022-02-19 22:13:14+00:00
587,This was one of the most moving and courageous interviews I’ve ever seen on tv #tommytiernan #TommyTiernanShow @Tommedian @JackKavanaghIRL #inspirationpersonified,positive,98,4,2022-02-19 22:13:09+00:00
588,Absolutely brilliant interview #TommyTiernanShow,positive,3,0,2022-02-19 22:13:00+00:00
589,"That has to be one of the best interviews Tommy has done. 
What an amazing person Jack is...

#TommyTiernanShow",positive,43,3,2022-02-19 22:12:57+00:00
590,"Loved every minute of that.
Jack is amazing. 
And of course Tommy too, setting, and getting the mood.
#TommyTiernanShow",positive,7,0,2022-02-19 22:12:54+00:00
591,What an impressive guy Jack is.   He got me with the Dad comment #TommyTiernanShow,positive,6,0,2022-02-19 22:12:45+00:00
592,"""You're skirting around the question!"" 🤣🤣🤣 Gwan Jack ya absolute legend!! Does absolute shit loads of work with young people and honestly his talks have got my family forward in more ways than one! Total bloody legend!
@JackKavanaghIRL #TommyTiernanShow",positive,50,1,2022-02-19 22:12:43+00:00
593,@JackKavanaghIRL legend #TommyTiernanShow,positive,2,0,2022-02-19 22:12:43+00:00
594,#TommyTiernanShow television doesn't get better than that an interview of extraordinary honesty humour and integrity,positive,3,0,2022-02-19 22:12:33+00:00
595,"Lovely honest chat with @Tommedian and Jack, wish him well in his left and keep up with belmullet #TommyTiernanShow",positive,0,0,2022-02-19 22:12:32+00:00
596,That interview was a smashing bit of television #TommyTiernanShow,positive,10,1,2022-02-19 22:12:27+00:00
597,Do we all love @JackKavanaghIRL now 😍 #TommyTiernanShow,positive,4,0,2022-02-19 22:12:26+00:00
598,Outstanding interview #TommyTiernanShow,positive,8,0,2022-02-19 22:12:20+00:00
599,That Jack lad is absolutely class. I'd be so proud of him if I only knew him #TommyTiernanShow,positive,6,0,2022-02-19 22:12:16+00:00
600,Aaah @tommytiernan @rte1 #TommyTiernanShow … another sizzling interview 💐💐💐 So amazing #Jack,positive,34,0,2022-02-19 22:12:09+00:00
601,Can Jack be on every week? #TommyTiernanShow,positive,4,0,2022-02-19 22:11:58+00:00
602,An incredibly natural and honest conversation between @Tommedian and @JackKavanaghIRL #TommyTiernanShow,positive,5,0,2022-02-19 22:11:55+00:00
603,"#TommyTiernanShow wow what a wonderful, funny and the epitome of the ‘Irish story teller’ #jackkavanagh a must watch… regardless the darkness of the experience, he injects a portrait of human behavior in a entertaining way. #inspiration @JackKavanaghIRL @tommytiernan",positive,15,1,2022-02-19 22:11:53+00:00
604,"God, isn't he just lovely. #TommyTiernanShow",positive,13,0,2022-02-19 22:11:50+00:00
605,"@JackKavanaghIRL what an inspiration Jack, thank you🙏 #TommyTiernanShow",positive,4,0,2022-02-19 22:11:43+00:00
606,"This lad @JackKavanaghIRL is really smart..funny...articulate... a great young man....himself &amp; Tommy share a twinkle in the eye &amp; sense of divilment..

 #TommyTiernanShow",positive,17,0,2022-02-19 22:11:38+00:00
607,"Jasus, this guy ⁦@JackKavanaghIRL⁩ is an inspiration - super person - ⁦@Tommedian⁩ #tommytiernanshow ⁦@RTEOne⁩ - All ⁦@Education_Ire⁩ schools should consider this interview for giving the next generation an insight of reality, appreciation &amp; courage 👍 https://t.co/zz0fmpr4GM",positive,16,1,2022-02-19 22:11:37+00:00
608,Class interview. Tommy asking all the questions I'd like people to know as someone who uses a wheelchair. And this guy has a very similar sense of humour to Tommy 😂 #TommyTiernanShow,positive,129,3,2022-02-19 22:11:30+00:00
609,"Give this man his own show, so eloquent, bright, honest and bloody brilliant. Delighted to see Jack on the #TommyTiernanShow",positive,7,0,2022-02-19 22:11:29+00:00
610,"Super interview #TommyTiernanShow with Jack, whomever picks the guests does an amazing job.",positive,4,0,2022-02-19 22:11:27+00:00
611,"The questions asked, the answers given - these are gold.  #TommyTiernanShow",positive,14,0,2022-02-19 22:11:22+00:00
612,"What a positive attitude Jack has in spite of all the challenges he has faced. 

#tommytiernanshow",positive,5,0,2022-02-19 22:11:19+00:00
613,"An interview I'll remember for a long time to come. What an amazing man you are Jack. #inawe 
@Tommedian
@JackKavanaghIRL
#TommyTiernanShow",positive,3,0,2022-02-19 22:11:18+00:00
614,"Wish more interviewers would talk about sexuality among people with disabilities with people with disabilities, most interviews run on the whole sure aren't you great and their partners treated like martyrs, it's starting to really p*ss me off #TommyTiernanShow",negative,9,0,2022-02-19 22:11:13+00:00
615,@Tommedian show is so good - Jack Kavanagh is a wonderful guy - so open and so honest #inspiring #TommyTiernanShow @JackKavanaghIRL,positive,3,0,2022-02-19 22:11:12+00:00
616,What an authentic man @JackKavanaghIRL sharing with #TommyTiernanShow,positive,1,0,2022-02-19 22:11:10+00:00
617,Simple and Beautiful television  #TommyTiernanShow,positive,2,0,2022-02-19 22:11:03+00:00
618,"So often we impose limits on what we talk about because *we* think subjects are taboo, when the people we’re talking to are happy to have the chat. #TommyTiernanShow",neutral,468,6,2022-02-19 22:11:03+00:00
619,"#TommyTiernanShow without doubt the best show on TV. Phenomenal interviewer, without saying too much at all.",positive,12,0,2022-02-19 22:10:55+00:00
620,What an outstanding interview. Great enjoyment listening but most of all thought provoking!  #TommyTiernanShow,positive,6,0,2022-02-19 22:10:54+00:00
621,This has been a great interview listening to @JackKavanaghIRL on the #TommyTiernanShow,positive,1,0,2022-02-19 22:10:42+00:00
622,@JackKavanaghIRL personifies resilience. A fantastic attitude &amp; a role model for how to cope with life adversity. Great interview on the #TommyTiernanShow.,positive,11,1,2022-02-19 22:10:24+00:00
623,"Amazes me how @Tommedian can get such utterly insightful interviews from random everyday people as well as the more well known stars - treating them all equally, with the same level of respect regardless of their stature in society. Bravo Tommy.. #TommyTiernanShow",positive,115,4,2022-02-19 22:10:15+00:00
624,"What a brilliant interview, Jack and Tommy have me laughing out loud, they are so funny #TommyTiernanShow",positive,8,0,2022-02-19 22:10:15+00:00
625,This guy is beyond amazing  - honest #TommyTiernanShow https://t.co/ZovPzNT8e3,positive,422,6,2022-02-19 22:10:12+00:00
626,Such a raw honest interview Tommy only man that would ask those questions well done @JackKavanaghIRL inspirational young man 👏👏👏 #TommyTiernanShow,positive,17,0,2022-02-19 22:10:00+00:00
627,The honesty from @JackKavanaghIRL 👏 👏 #TommyTiernanShow,positive,3,0,2022-02-19 22:10:00+00:00
628,Jack Kavanagh is an amazing young man.  Love him ❤️#TommyTiernanShow,positive,5,0,2022-02-19 22:09:52+00:00
629,"#TommyTiernanShow

Jack, what a brave man",positive,13,0,2022-02-19 22:09:41+00:00
630,This show is just the best....and what a great guest is @JackKavanaghIRL.#TommyTiernanShow,positive,9,0,2022-02-19 22:09:39+00:00
631,"Tommy is a born interviewer
Always great guests
Brilliant show
#TommyTiernanShow",positive,10,0,2022-02-19 22:09:21+00:00
632,#TommyTiernanShow Such courage. What an amazing interview.,positive,2,0,2022-02-19 22:09:20+00:00
633,A special interview on Tommy Tiernan between 2 people who have never met and do not know eachother on live TV discussing major intimacies and vulnerabilities. Incredible. #TommyTiernanShow,positive,203,4,2022-02-19 22:09:11+00:00
634,"Great interview  with @Tommedian  
and @JackKavanaghIRL

 #TommyTiernanShow",positive,8,0,2022-02-19 22:08:43+00:00
635,"Another incredible interview tonight by Tommy. It was so real &amp; genuine. Just two people having the chats &amp; the craic. Very authentic.  @JackKavanaghIRL has such a positive outlook on life &amp; a credit to his family. Fair play young man, you will go far in life👏
#TommyTiernanShow",positive,47,0,2022-02-19 22:08:43+00:00
636,"Watching @JackKavanaghIRL on #TommyTiernanShow
and reminded of hearing him speak at Tedx Tallaght in 2014. Such an inspirational young man. Here's a link to his talk. 
https://t.co/7wFDBDAagm",positive,7,1,2022-02-19 22:08:31+00:00
637,"What a wonderful interview. He's such a positive and funny guy despite adversaries
#TommyTiernanShow",positive,10,0,2022-02-19 22:08:24+00:00
638,Jack Kavanagh is a legend. Inspirational #TommyTiernanShow,positive,9,2,2022-02-19 22:08:20+00:00
639,"Incredible interview with @JackKavanaghIRL on #TommyTiernanShow open, honest, funny, uplifting and just generally unbelievable",positive,15,0,2022-02-19 22:08:16+00:00
640,Jeasus this is great TV... a live show would be fabulous  #TommyTiernanShow,positive,10,0,2022-02-19 22:08:04+00:00
641,"What a man @JackKavanaghIRL is, a joy to listen to such a positive attitude @Tommedian #TommyTiernanShow https://t.co/Ojn9W16b3w",positive,137,2,2022-02-19 22:08:03+00:00
642,@Tommedian is just brilliant! So natural in all conversations no matter how tough or compassionate it needs to be.. with Jack here it's so natural... I think this is the best guest interview yet! 👏👏👏  #TommyTiernanShow,positive,7,0,2022-02-19 22:07:55+00:00
